,fit_time,score_time,test_score,train_score
0,34.59141230583191,0.028127431869506836,-0.09352585881464703,-0.09286961445896844
1,34.57770395278931,0.029687881469726562,-0.09239335598338996,-0.09084045113491576
2,1.456566333770752,0.023181915283203125,-0.09409211023027557,-0.09355386720777689
3,1.4001553058624268,0.02690267562866211,-0.09220460551151378,-0.09286961445896844
4,1.4275975227355957,0.022597312927246094,-0.09267648169120422,-0.09501675239488462
5,1.4230365753173828,0.022240877151489258,-0.09871649679124198,-0.0923505261667689
6,1.403806447982788,0.02042675018310547,-0.0928652321630804,-0.09183143787456939
7,1.4218149185180664,0.019947528839111328,-0.09267648169120422,-0.09322353829455901
8,1.389624834060669,0.019773006439208984,-0.0956964892412231,-0.09105280543627012
9,1.429783821105957,0.020348548889160156,-0.09833899584748962,-0.09093483082440659
10,1.3823223114013672,0.020252227783203125,-0.09192147980369951,-0.09331791798404983
11,1.4308083057403564,0.021223068237304688,-0.09173272933182333,-0.0927752347694776
12,1.396662950515747,0.020723342895507812,-0.08758021895054738,-0.09284601953659573
13,1.403365135192871,0.021430015563964844,-0.09503586258965648,-0.09246850077863243
14,1.5313444137573242,0.02309274673461914,-0.09597961494903737,-0.09367184181964042
15,1.5652120113372803,0.02290177345275879,-0.09314835787089468,-0.09341229767354066
16,1.411191701889038,0.020928382873535156,-0.09399773499433749,-0.09223255155490538
17,1.5020818710327148,0.0201416015625,-0.09088335220838052,-0.09350667736303148
18,1.4742341041564941,0.022489070892333984,-0.09144960362400906,-0.0927752347694776
19,1.4741370677947998,0.022288799285888672,-0.0909777274443186,-0.09414374026709452
20,1.4808337688446045,0.02293109893798828,-0.08890147225368063,-0.09268085507998679
21,1.4337918758392334,0.025018930435180664,-0.09418648546621367,-0.09296399414845925
22,1.397991418838501,0.021346569061279297,-0.09616836542091355,-0.09284601953659573
23,1.4181578159332275,0.022145748138427734,-0.09135522838807097,-0.09357746213014959
24,1.3960168361663818,0.0212099552154541,-0.09541336353340883,-0.09253928554575055
25,1.4262051582336426,0.02074146270751953,-0.09739524348810873,-0.09268085507998679
26,1.514230728149414,0.02138996124267578,-0.09682899207248018,-0.09268085507998679
27,1.5181126594543457,0.02076268196105957,-0.0891845979614949,-0.0944740691803124
28,1.5057058334350586,0.021499156951904297,-0.09541336353340883,-0.09194941248643292
29,1.4749484062194824,0.016464948654174805,-0.09343148357870895,-0.09353027228540418
