,fit_time,score_time,test_score,train_score
0,68.96453642845154,0.3549652099609375,-0.003586258965647414,-0.0009437968949082158
1,68.98049449920654,0.37053728103637695,-0.003303133257833145,-0.0008258222830446887
2,35.49910831451416,0.3755829334259033,-0.003491883729709324,-0.0009673918172809212
3,36.17353701591492,0.3626067638397217,-0.0029256323140807853,-0.0010381765843990372
4,45.90519690513611,0.4655604362487793,-0.003680634201585504,-0.000896607050162805
5,46.908358573913574,0.5672285556793213,-0.0027368818422046056,-0.0009673918172809212
6,45.84679436683655,0.4755856990814209,-0.0032087580218950547,-0.0010853664291444482
7,46.536524534225464,0.4338257312774658,-0.003020007550018875,-0.0008730121277900996
8,46.279550075531006,0.4780089855194092,-0.003586258965647414,-0.0008494172054173941
9,46.9067656993866,0.4814631938934326,-0.003020007550018875,-0.0009437968949082158
10,45.89246368408203,0.4763522148132324,-0.002548131370328426,-0.0010145816620263318
11,46.56958484649658,0.4864206314086914,-0.0020762551906379767,-0.0010145816620263318
12,45.82682228088379,0.47417759895324707,-0.0038693846734616836,-0.0008022273606719834
13,46.19464921951294,0.471923828125,-0.0032087580218950547,-0.0008730121277900996
14,48.25090312957764,0.4614722728729248,-0.004530011325028313,-0.0007314425935538672
15,47.053650856018066,0.4569275379180908,-0.0032087580218950547,-0.0008258222830446887
16,40.36145615577698,0.35106897354125977,-0.004246885617214043,-0.0008730121277900996
17,40.69348621368408,0.5002140998840332,-0.003303133257833145,-0.0009673918172809212
18,45.69961500167847,0.5030930042266846,-0.0026425066062665155,-0.0009673918172809212
19,45.2186017036438,0.4822573661804199,-0.003303133257833145,-0.000896607050162805
20,45.06250524520874,0.47729969024658203,-0.003020007550018875,-0.000896607050162805
21,45.767515420913696,0.48293352127075195,-0.003114382785956965,-0.0010617715067717428
22,44.22860288619995,0.3450591564178467,-0.0033975084937712344,-0.0010381765843990372
23,43.47713780403137,0.33557748794555664,-0.0032087580218950547,-0.000896607050162805
24,44.80006814002991,0.477968692779541,-0.0032087580218950547,-0.0009909867396536264
25,46.169301986694336,0.4779996871948242,-0.0032087580218950547,-0.0009202019725355104
26,45.240102767944336,0.46602630615234375,-0.002453756134390336,-0.0010853664291444482
27,45.545276165008545,0.4559814929962158,-0.003775009437523594,-0.0010381765843990372
28,41.68192219734192,0.48990511894226074,-0.0029256323140807853,-0.0009202019725355104
29,41.27077031135559,0.2755286693572998,-0.0032087580218950547,-0.0009202019725355104
