,fit_time,score_time,test_score,train_score
0,33.22732901573181,0.035492658615112305,-0.09805587013967534,-0.09225614647727809
1,33.24213266372681,0.03469681739807129,-0.09541336353340883,-0.09284601953659573
2,1.580491542816162,0.030985593795776367,-0.08758021895054738,-0.09374262658675853
3,1.5421054363250732,0.03145003318786621,-0.09616836542091355,-0.09310556368269549
4,1.4567723274230957,0.026534318923950195,-0.09682899207248018,-0.0931763484498136
5,1.4305014610290527,0.02590346336364746,-0.09352585881464703,-0.09334151290642254
6,1.4624204635620117,0.026920795440673828,-0.09654586636466592,-0.0927044500023595
7,1.428673505783081,0.02664327621459961,-0.0928652321630804,-0.0931527535274409
8,1.3925848007202148,0.028104066848754883,-0.09522461306153265,-0.09348308244065877
9,1.477651596069336,0.0276334285736084,-0.09899962249905625,-0.09159548865084234
10,1.4149739742279053,0.027404308319091797,-0.09258210645526614,-0.09301118399320467
11,1.4389185905456543,0.03367733955383301,-0.09645149112872782,-0.09244490585625974
12,1.4475123882293701,0.027433395385742188,-0.09446961117402794,-0.0931291586050682
13,1.4448344707489014,0.029763221740722656,-0.09371460928652321,-0.09237412108914161
14,1.4450595378875732,0.02574920654296875,-0.0967346168365421,-0.09284601953659573
15,1.5085384845733643,0.02784872055053711,-0.0909777274443186,-0.09289320938134113
16,1.3955392837524414,0.02599787712097168,-0.0911664779161948,-0.09345948751828606
17,1.455016851425171,0.025233030319213867,-0.08965647414118535,-0.09331791798404983
18,1.4252493381500244,0.02604365348815918,-0.09399773499433749,-0.09369543674201312
19,1.4316377639770508,0.02608203887939453,-0.09201585503963759,-0.0927044500023595
20,1.4016358852386475,0.025913238525390625,-0.09522461306153265,-0.09220895663253267
21,1.448843240737915,0.02462005615234375,-0.10069837674594187,-0.08909442687933557
22,1.4265704154968262,0.025956392288208008,-0.0967346168365421,-0.09244490585625974
23,1.415727138519287,0.025095224380493164,-0.09362023405058513,-0.09088764097966118
24,1.425140142440796,0.025890111923217773,-0.09456398640996602,-0.09322353829455901
25,1.4763591289520264,0.02850627899169922,-0.09465836164590412,-0.0927516398471049
26,1.4036900997161865,0.026019573211669922,-0.0911664779161948,-0.09442687933556698
27,1.4294319152832031,0.026979923248291016,-0.09192147980369951,-0.09338870275116795
28,1.4188697338104248,0.026806354522705078,-0.09362023405058513,-0.09355386720777689
29,1.3907334804534912,0.020847320556640625,-0.09003397508493771,-0.0940493605776037
